PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,[1] HREC_ETIS_1.raw.PG.Quantity,[2] HREC_ETIS_2.raw.PG.Quantity,[3] HREC_ETIS_3.raw.PG.Quantity,[4] HREC_ETIS_4.raw.PG.Quantity,[5] HREC_IRIS_1.raw.PG.Quantity,[6] HREC_IRIS_2.raw.PG.Quantity,[7] HREC_IRIS_3.raw.PG.Quantity,[8] HREC_IRIS_4.raw.PG.Quantity,[9] HREC_P_1.raw.PG.Quantity,[10] HREC_P_2.raw.PG.Quantity,[11] HREC_P_3.raw.PG.Quantity,[12] HREC_P_4.raw.PG.Quantity
Q9P2T1,GMPR2,GMP reductase 2,19226.00391,25433.04883,24742.66602,21693.28906,22066.20898,24279.58594,24453.39648,18055.76563,16884.66016,16411.49219,17060.02539,17570.60938
Q9P2W9,STX18,Syntaxin-18,552.776001,8372.255859,7892.996582,6907.440918,7718.049316,9132.686523,8490.37793,9252.638672,3570.205078,1008.235107,503.578064,4882.798828
Q9P2X3,IMPACT,Protein IMPACT,6195.48877,6939.960449,6227.132813,7191.841309,6310.352051,6970.43457,5090.128906,7896.226563,6391.056641,5953.850098,6449.518066,4473.012695
Q9P2Y4,ZNF219,Zinc finger protein 219,7952.516113,8012.680176,5639.740234,7071.85498,5955.503418,5349.306641,7797.812988,4693.744629,2705.6875,2923.327637,3761.442871,3134.001953
Q9P2Y5,UVRAG,UV radiation resistance-associated gene protein,1.04655087,3.665026188,1.02308166,1.134568334,2.24260211,3.942306042,NaN,2.904788017,0.943684995,NaN,NaN,1.008325458
Q9UBB4,ATXN10,Ataxin-10,261874.7656,241667.5469,257750.1719,248912.5781,249172.1719,248650.8125,257571.2813,234531.5469,249975.6094,286232.5313,274586.2188,276144.25
Q9UBB5,MBD2,Methyl-CpG-binding domain protein 2,19155.24414,15953.38672,15140.7207,12663.07129,16476.29492,18192.66602,15620.96973,16144.29199,16320.29883,19037.51367,19986.33789,18932.64844
Q9UBB6,NCDN,Neurochondrin,27634.12695,32462.5918,33727.07813,34550.95703,29319.7832,29753.95117,33202.57031,32891.49609,34277.08203,27462.93555,31782.04102,27415.95898
Q9UBB9,TFIP11,Tuftelin-interacting protein 11,18990.89844,20086.24219,16577.08594,19103.25,16786.02734,17177.44531,20085.44336,17479.28125,25629.71094,20590.13867,20755.35742,19252.44336
Q9UBC1,NFKBIL1,NF-kappa-B inhibitor-like protein 1,142.6270142,688.2286377,666.5750122,416.2636414,712.3659668,816.0830078,874.5065308,865.1934814,NaN,752.6596069,NaN,848.0586548
Q9UBC2,EPS15L1,Epidermal growth factor receptor substrate 15-like 1,58401.20703,53809.15625,56754.96875,63771.38281,56074.875,57750.86719,56004.69531,60622.61719,34022.89063,44505.21875,42629.88672,37810.4375
Q9UBC3,DNMT3B,DNA (cytosine-5)-methyltransferase 3B,1763.015747,1557.26001,1805.042847,2391.518555,1116.516479,1625.564209,2436.699951,1166.533813,2419.427246,1683.567017,1735.522339,1414.733887
Q9UBC9,SPRR3,Small proline-rich protein 3,1045.327026,1076.192871,2744.861084,2430.189941,2127.466797,2278.802734,3721.357422,1943.906006,532.2611694,2168.506836,541.6385498,1430.160645
Q9UBD5,ORC3,Origin recognition complex subunit 3,6148.847656,4975.485352,5463.304199,4232.938477,6461.755859,5171.877441,4700.90625,4152.745117,9038.304688,9760.263672,9286.333984,9389.991211
Q9UBD6,RHCG,Ammonium transporter Rh type C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9UBE0,SAE1,SUMO-activating enzyme subunit 1,29325.77539,27537.02148,23077.13867,27953.6582,29976.19141,35943.8125,30530.2793,28826.01563,32622.80469,32414.73242,33165.59766,31132.82031
Q9UBE8,NLK,Serine/threonine-protein kinase NLK,4536.341797,3036.273438,4080.005127,3608.094971,3794.449463,2914.466064,3045.920166,3125.314941,3022.204102,3618.894775,3183.158936,3640.651611
Q9UBF2,COPG2,Coatomer subunit gamma-2,101718.1563,95496.72656,99791.82031,102786.5078,106564.1641,97815.92188,97374.69531,92299.4375,95740.14063,97222.04688,83376.07031,97493.6875
Q9UBF6,RNF7,RING-box protein 2,33308.16797,29480.4082,32759.70508,23679.12109,35916.29688,34110.44531,33377.52344,25139.31836,23297.32813,20190.69531,24439.00586,23126.4043
Q9UBF8,PI4KB,Phosphatidylinositol 4-kinase beta,10619.57031,10975.24219,10510.22852,10217.63574,9943.293945,10068.75586,9361.703125,10434.98633,17033.06055,8487.47168,8104.697266,7210.245605
Q9UBG0,MRC2,C-type mannose receptor 2,29315.94922,31178.10938,27010.44727,30720.8457,29330.24805,27503.53125,28310.04102,24979.11523,45744.06641,37560.91406,42982.19531,41893.44141
Q9UBG3,CRNN,Cornulin,9839.28125,8107.563965,9291.267578,9384.795898,12881.37109,5819.429199,4647.864746,6708.130371,7907.234863,8123.963867,10036.25781,10524.05078
Q9UBH6,XPR1,Xenotropic and polytropic retrovirus receptor 1,4864.500488,5834.115234,5117.458008,4340.906738,3425.982666,6350.75293,4927.078125,5088.067383,4093.831543,3185.080811,3994.257324,3265.972656
Q9UBI1,COMMD3,COMM domain-containing protein 3,20104.81445,16987.66602,25634.54883,23477.27344,24008.48633,27811.93945,23760.6543,26979.72461,28202.97461,17601.01758,14427.15137,21246.16406
Q9UBI4,STOML1,Stomatin-like protein 1,2385.130615,3747.874023,5724.560059,5628.824219,4395.256348,3970.260254,5788.746094,5258.756836,1994.890625,3627.374512,2358.193359,5666.887207
Q9UBI6,GNG12,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,168862.5156,135557.7656,135467.0938,140249.3281,160370.6563,177490.5781,163358.3906,160879.6719,164064.5938,176949.8125,142263.8125,145269.8281
Q9UBI9,HECA,Headcase protein homolog,5168.23584,5346.72168,5518.652832,6772.833984,6788.831543,4554.462891,4518.489746,6248.312988,7046.194336,6242.113281,4336.039063,6297.176758
Q9UBK7;Q9UNT1,RABL2A;RABL2B,Rab-like protein 2A;Rab-like protein 2B,11815.93359,17841.1582,17656.06641,18129.22852,17634.17578,15855.45508,17125.54688,15535.94141,9093.426758,7648.514648,10047.5625,11545.12891
Q9UBK8,MTRR,Methionine synthase reductase,6042.874023,6650.01416,5938.422852,5989.238281,5784.149902,6227.396484,7826.792969,5608.4375,6404.397949,8794.337891,6212.086914,9102.396484
Q9UBK9,UXT,Protein UXT,28083.60547,62093.04688,52389.16797,50912.05859,66387.07813,74952.39844,38433.94922,65619.13281,25867.34375,47323.47656,27546.28906,68742.26563
Q9UBL3,ASH2L,Set1/Ash2 histone methyltransferase complex subunit ASH2,15493.50195,15808.43066,14102.14355,13593.44141,13009.76465,13728.63867,15950.91113,13596.76758,18897.75781,21808.55078,19279.9375,18339.94141
Q9UBL6,CPNE7,Copine-7,12970.49316,11368.79004,13935.60547,12331.35547,13248.29883,12198.58008,12929.94824,13803.12109,5825.868164,6113.814941,6573.664063,6337.354004
Q9UBM1,PEMT,Phosphatidylethanolamine N-methyltransferase,5145.117188,4154.000488,6228.85791,6182.864258,6012.396973,7810.90918,4206.117676,6869.232422,5201.211914,4567.212402,4987.268555,3129.046631
Q9UBM7,DHCR7,7-dehydrocholesterol reductase,1809.427734,526.1341553,850.3098145,4347.536133,3502.307129,3066.396973,4917.495605,2844.752197,1781.30957,1160.484863,2035.699829,2353.031738
Q9UBN6,TNFRSF10D,Tumor necrosis factor receptor superfamily member 10D,1994.966675,1950.655151,1725.556396,2175.789063,2666.271973,1906.203857,1755.374512,1987.239868,2218.132324,1603.118896,1748.051636,445.5889282
Q9UBN7,HDAC6,Histone deacetylase 6,23931.78125,22742.78906,23363.76172,21158.70508,22314.75,23768.45508,24161.01953,21527.81055,20914.10156,21859.94727,22316.22461,21345.99609
Q9UBP0,SPAST,Spastin,9291.03125,8226.652344,9310.395508,9648.814453,9386.400391,8573.019531,9344.693359,9819.275391,6301.046387,7189.806641,6939.109863,9104.592773
Q9UBP4,DKK3,Dickkopf-related protein 3,4865.687988,6656.45752,4533.713379,6135.229492,11467.2832,5494.01123,10300.3125,7559.237793,3961.293457,3864.480225,5680.11377,3820.605469
Q9UBP6,METTL1,tRNA (guanine-N(7)-)-methyltransferase,39475.99219,26902.28516,28935.9375,34784.8125,33347.24609,33161.48047,32310.42773,32152.41992,48935.38672,39226.64453,49882.08594,37084.20703
Q9UBP9,GULP1,PTB domain-containing engulfment adapter protein 1,43117.64063,43410.83594,43547.25391,42826.94531,45874.24219,42645.73047,41202.69531,42867.93359,28411.88477,30666.0957,33344.03516,35413.5
Q9UBQ0,VPS29,Vacuolar protein sorting-associated protein 29,154570.1875,201627.1563,190229.4219,205998.3438,215568.8438,220664.4063,218075.3125,230208.5781,139751.5156,173199.0156,164118.4063,192660.9688
Q9UBQ5,EIF3K,Eukaryotic translation initiation factor 3 subunit K,20685.37305,20400.63867,17258.4707,19010.89258,21776.70117,22725.04688,21077.17773,23226.05469,25325.87695,21974.21289,21596.50391,20669.7168
Q9UBQ7,GRHPR,Glyoxylate reductase/hydroxypyruvate reductase,129582.4609,155694.0156,148738.7969,114020.0938,122946.0234,129351.1641,125175.1641,125502.9609,106438.2188,114334.4531,101171.2578,106120.4063
Q9UBR2,CTSZ,Cathepsin Z,51838.87109,36755.03906,29042.50391,30368.21484,26692.33008,35741.82813,26614.07031,23889.23438,37624.09766,28529.99023,30406.47656,17883.86328
Q9UBR5,CKLF,Chemokine-like factor,1058.091797,144.5455933,439.4839478,260.4764709,933.3046875,1155.114868,1602.762817,1288.561279,1425.024292,885.2145996,1009.733276,306.798645
Q9UBS0,RPS6KB2,Ribosomal protein S6 kinase beta-2,1080.75769,1656.798096,NaN,342.9460449,943.223999,NaN,872.8156128,563.6108398,1329.112793,342.3123474,2270.608643,312.9568787
Q9UBS3,DNAJB9,DnaJ homolog subfamily B member 9,757.6309814,741.1867676,1298.746948,981.8418579,NaN,781.7409668,441.2483826,1172.427246,1044.94397,736.1793213,340.5827026,487.8697815
Q9UBS4,DNAJB11,DnaJ homolog subfamily B member 11,30996.71289,40551.03125,34372.99609,34589.07031,35010.07422,32619.16211,38679.77734,33178.33594,22795.84961,36447.23438,25171.44727,31312.74609
Q9UBS8,RNF14,E3 ubiquitin-protein ligase RNF14,19425.38086,20392.6875,19769.78125,20608.48047,20840.10938,20375.58398,21115.21289,21328.87891,20061.52539,18274.66406,19803.09766,15588.28125
Q9UBS9,SUCO,SUN domain-containing ossification factor,3417.644531,3639.269775,3138.050781,2759.424805,3404.472168,2353.577148,2432.131104,3061.638672,3260.487061,2967.920898,3193.530762,3408.063721
Q9UBT2,UBA2,SUMO-activating enzyme subunit 2,52676.36719,60230.83594,66719.6875,71851.96094,60921.71484,65629.47656,62257.25781,65493.99219,51296.69531,62782.85938,33369.43359,65465.60547
Q9UBT6,POLK,DNA polymerase kappa,2522.823486,2711.803223,3016.408447,3022.527588,2511.218018,2193.062256,2931.915771,3190.861084,4626.777344,3157.268066,3114.055908,2554.126953
Q9UBT7,CTNNAL1,Alpha-catulin,8925.438477,10165.22656,6135.142578,10458.65039,6890.555664,10129.36816,9054.847656,8447.615234,5085.811523,7098.687012,693.6755371,5949.19873
Q9UBU6,FAM8A1,Protein FAM8A1,17289.48633,15846.59375,15252.12402,22847.34766,21216.95117,19079.63477,20862.30469,24045.3125,16382.90234,15769.25,16536.33008,12254.54102
Q9UBU8,MORF4L1,Mortality factor 4-like protein 1,81954.95313,67291.11719,79319.27344,72693.95313,75547.07031,72211.91406,91903.32813,85975.44531,71509.32813,78390.55469,85290.79688,77556.70313
Q9UBU9,NXF1,Nuclear RNA export factor 1,14127.48438,13976.65039,15627.33008,15025.44141,15544.53125,14203.9668,17252.44531,15958.89844,12824.16406,19603.95898,16811.33789,20613.24609
Q9UBV2,SEL1L,Protein sel-1 homolog 1,8370.188477,12181.16406,10977.00684,10037.53906,9586.443359,11694.28418,11044.99414,10949.56738,7007.712402,9246.393555,9462.400391,7571.37207
Q9UBV7,B4GALT7,"Beta-1,4-galactosyltransferase 7",2012.878174,1370.968384,1814.941895,1719.477417,1251.574341,1687.857788,806.4919434,843.3099365,4964.261719,1928.680786,1600.910767,1210.37854
Q9UBV8,PEF1,Peflin,39690.63281,53750.0625,56245.25,53696.50781,50376.32422,58762.57422,60087.45703,54965.125,34365.74219,19798.58398,21320.24609,43928.69141
Q9UBW7,ZMYM2,Zinc finger MYM-type protein 2,7581.232422,10012.88867,10367.85645,8879.953125,8305.454102,8289.517578,9918.588867,8884.00293,11536.40918,11352.72168,13051.43457,12359.70703
Q9UBW8,COPS7A,COP9 signalosome complex subunit 7a,17446.82227,15367.19629,15895.73828,16603.46094,14826.6084,13568.75391,14833.6709,14574.63379,16368.97949,16050.60449,15086.16504,14878.08789
Q9UBX3,SLC25A10,Mitochondrial dicarboxylate carrier,28093.21484,23559.71875,35390.08594,31246.09766,30849.95313,38489.42578,29392.19141,29966.02539,20300.02344,21174.29297,15691.4834,15219.40527
Q9UBX7,KLK11,Kallikrein-11,1579.776001,5753.566406,971.1378784,1207.534668,2982.504883,4067.935059,2595.285645,2713.432861,3888.07666,1421.42749,2123.736816,1574.308716
Q9UBY8,CLN8,Protein CLN8,1.158121109,1434.624512,1179.764526,8120.699707,7416.48291,6606.719727,7170.000488,7198.038574,6611.196777,2137.997559,NaN,376.6433411
Q9UDR5,AASS,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",37509.80859,37670.16016,39704.27734,39476.28125,39383.01953,37625.10156,38928.98438,28449.125,31090.92773,35409.95703,33229.20703,40108.27344
Q9UDT6,CLIP2,CAP-Gly domain-containing linker protein 2,39898.29297,45838.86328,43318.71094,44332.54688,47857.40234,46320.76172,43116.31641,43826.77344,34346.39453,31977.56445,30953.87695,29818.27344
Q9UDW1,UQCR10,Cytochrome b-c1 complex subunit 9,26536.92969,27019.62891,28690.74414,28379.69922,27890.86328,34064.77344,24873.1582,27194.83008,77819.5625,18606.04883,22027.5332,21964.8418
Q9UDX5,MTFP1,Mitochondrial fission process protein 1,6205.728516,3775.817871,4149.500977,5234.859863,4484.072266,3627.504883,4486.309082,3576.031494,3862.633545,5131.873047,6989.17334,3873.802002
Q9UDY2,TJP2,Tight junction protein ZO-2,103917.5938,99814.95313,99479.32813,93092.40625,104078.6797,110835.8203,110181.1172,106342.5859,101766.375,82189.16406,75856.96094,78823.88281
Q9UDY4,DNAJB4,DnaJ homolog subfamily B member 4,15616.1084,18523.28711,15921.26758,16692.3457,11876.28418,14864.88379,13798.31738,17135.64453,19515.11719,13865.16113,18480.25781,15914.30762
Q9UDY8,MALT1,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,65089.94141,66867.875,63348.83984,67545.34375,66108.32813,70732.5,67305.67188,72970.25,61590.87109,61462.75781,53761.35938,54443.48438
Q9UEE5,STK17A,Serine/threonine-protein kinase 17A,7335.940918,5819.71875,10450.80664,9580.242188,2858.636963,10157.38574,10171.03418,12581.95313,11289.00293,5998.453613,6625.035645,8965.864258
Q9UEE9,CFDP1,Craniofacial development protein 1,6347.632324,3331.131104,3014.901367,3722.081543,4448.975098,1654.033203,3069.004395,3998.800049,11520.90234,3392.87207,11799.42969,4430.725586
Q9UEG4,ZNF629,Zinc finger protein 629,17986.13867,18286.29492,59760.85938,18526.20117,19921.9375,17516.06055,19423.82422,19105.40234,21391.64844,19689.51953,17838.94727,17386.92773
Q9UER7,DAXX,Death domain-associated protein 6,NaN,399.6228027,395.7227478,653.7434692,554.5570679,345.1781311,367.098938,485.4381409,NaN,120.7466278,NaN,568.989624
Q9UET6,FTSJ1,Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase,20104.32227,18170.99023,18408.98828,16380.23242,16130.37988,17522.58008,20069.16406,16278.87891,17867.05273,23727.33203,16773.39063,20502.65234
Q9UEU0,VTI1B,Vesicle transport through interaction with t-SNAREs homolog 1B,44690.44922,46483.77734,44271.625,42138.15234,46320.44141,43069.96875,50233.15234,44443.28906,27033.88672,28727.46289,30183.31055,26826.7832
Q9UEW8,STK39,STE20/SPS1-related proline-alanine-rich protein kinase,172685.9063,185861.4531,173015.1094,188794.2031,205394.2656,224210.7188,214057.1563,221344.8281,149436.375,155787.0625,153493.0625,156635.9375
Q9UEY8,ADD3,Gamma-adducin,15854.17871,22104.39648,23412.13672,22281.58984,17355.27344,17618.81836,20206.87109,19096.4082,15303.51074,21455.48828,14379.75098,23043.19531
Q9UF56,FBXL17,F-box/LRR-repeat protein 17,3626.936523,2609.342773,3389.670654,3579.91626,4009.046631,4184.164551,5029.445801,4499.374023,3811.939697,5002.198242,3738.622559,4843.206055
Q9UFB7,ZBTB47,Zinc finger and BTB domain-containing protein 47,974.8129272,1012.314026,429.4337158,306.0383606,804.1426392,605.5743408,602.6213379,248.2240906,244.5168762,701.5492554,661.7498779,1003.945923
Q9UFC0,LRWD1,Leucine-rich repeat and WD repeat-containing protein 1,10072.38477,8035.916504,8040.737793,10144.07324,8378.402344,9763.416016,10842.07617,9048.769531,16779.75,20471.16211,20572.70117,16628.02344
Q9UFF9,CNOT8,CCR4-NOT transcription complex subunit 8,2184.547119,312.0803528,312.2739563,606.9249878,685.5545044,2529.79541,2360.708008,2944.340332,131.3736115,2826.838623,228.9707794,2797.169922
Q9UFG5,C19orf25,UPF0449 protein C19orf25,12877.20117,14779.74414,14548.00098,11306.9248,16707.23438,12609.5752,17786.71094,11116.12695,9385.620117,12310.83789,12122.87402,12345.31348
Q9UFN0,NIPSNAP3A,Protein NipSnap homolog 3A,4194.45752,3809.672852,5695.019531,3587.308838,3659.797852,3268.668945,3091.263428,3662.112549,2957.471191,2381.674316,2939.219482,2165.809814
Q9UFW8,CGGBP1,CGG triplet repeat-binding protein 1,7647.334473,7933.975098,4411.05127,3738.012451,5711.410156,7555.08252,3382.269531,3600.125,9989.93457,10657.1543,8030.38623,9400.457031
Q9UG01,IFT172,Intraflagellar transport protein 172 homolog,5780.910645,5313.910645,5729.294922,4773.229492,5144.414551,5617.703613,5373.869141,4415.6875,6850.839844,7367.412598,6231.098633,5818.219238
Q9UG56,PISD,"Phosphatidylserine decarboxylase proenzyme, mitochondrial",6218.888184,8889.992188,8513.106445,9063.347656,10911.57715,9454.305664,10533.95898,10404.99609,16039.80762,6366.296875,9194.954102,6061.004883
Q9UG63,ABCF2,ATP-binding cassette sub-family F member 2,53459.98438,52767.78906,47404.70703,40730.32031,42058.49219,57715.14063,56165.61719,56970,70189.17188,60369.45313,55394.26563,39145.58203
Q9UGC6,RGS17,Regulator of G-protein signaling 17,4416.265625,1518.489502,1238.710449,590.1004028,1750.602051,1308.588623,1232.220337,1125.064331,4236.860352,4439.585449,3836.654541,1544.002686
Q9UGC7,MTRF1L,"Peptide chain release factor 1-like, mitochondrial",7690.686035,5996.027832,4709.918945,6730.594727,6332.354004,5737.333008,6736.275879,6989.744629,4228.507324,5997.648926,8435.017578,4977.008301
Q9UGH3,SLC23A2,Solute carrier family 23 member 2,1025.283691,574.581665,801.0516968,749.0045776,NaN,NaN,NaN,898.6710815,1109.225952,NaN,1184.598633,435.9924011
Q9UGI8,TES,Testin,38680.1875,46146.38281,44483.79297,42363,43537.51953,40522.90234,42244.47656,40210.81641,35097.3125,35393.47266,28412.85742,34267.25391
Q9UGJ0,PRKAG2,5'-AMP-activated protein kinase subunit gamma-2,5488.291504,1237.608276,14387.13477,1949.422852,1435.978882,12850.86035,13940.8877,1772.334595,2819.875488,4390.822754,4525.95166,252.0792847
Q9UGJ1,TUBGCP4,Gamma-tubulin complex component 4,9684.293945,9351.155273,9891.647461,10694.81836,10699.14453,16062.30371,10290.15234,12127.17871,14202.32031,10125.04883,9326.791016,13192.47168
Q9UGK3,STAP2,Signal-transducing adaptor protein 2,8009.445313,11603.12891,10340.57617,11434.06152,8541.945313,8308.737305,9491.163086,12002.94336,9453.612305,7235.294434,7394.245605,8245.979492
Q9UGK8,SERGEF,Secretion-regulating guanine nucleotide exchange factor,4625.495117,3398.19043,2784.323975,2459.45874,3920.521973,3307.251953,3126.415527,3535.174072,3749.958252,2836.01123,3659.878662,2854.201416
Q9UGL1,KDM5B,Lysine-specific demethylase 5B,2261.562744,2455.366943,3039.777588,2375.4375,2126.565918,2055.999023,2938.51709,2227.883545,2164.649414,2071.694824,2027.763062,1882.580933
Q9UGM3,DMBT1,Deleted in malignant brain tumors 1 protein,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,20.33820534,NaN,NaN
Q9UGM6,WARS2,"Tryptophan--tRNA ligase, mitochondrial",13416.02344,8196.006836,9094.425781,10552.66406,12692.31836,11798.05176,8788.231445,11726.5791,8738.799805,10142.19336,11071.88086,9459.739258
Q9UGN5,PARP2,Poly [ADP-ribose] polymerase 2,2120.370361,2064.555908,2590.345703,1846.632813,2457.721924,3228.108643,2024.359863,2003.745605,2446.069824,4359.487305,4681.13916,5798.577148
Q9UGP4,LIMD1,LIM domain-containing protein 1,6946.610352,11715.24121,11631.47656,11363.35059,7411.864746,10114.39453,7887.051758,8801.31543,3968.369873,9338.552734,4978.536133,7390.00293
Q9UGP5,POLL,DNA polymerase lambda,1560.111816,1279.630249,1617.492676,865.6790771,878.6749268,1179.858643,884.8955688,639.5594482,2727.708984,1646.965698,1356.392212,1379.189331
Q9UGP8,SEC63,Translocation protein SEC63 homolog,68360.71875,50946.19922,57786.07031,59908.37891,65437.96094,65085.21875,66807.32813,64443.77344,63824.94922,62361.05078,59780.99219,54589.4375
Q9UGQ3,SLC2A6,"Solute carrier family 2, facilitated glucose transporter member 6",13403.29102,18367.10742,6590.98877,14690.06641,25527.34961,10741.07324,29146.15625,12717.74023,9194.858398,5860.839844,9656.411133,7017.705078
Q9UGR2,ZC3H7B,Zinc finger CCCH domain-containing protein 7B,21819.24219,27418.60156,29760.09766,27886.90625,24283.89063,33792.02344,29584.56445,31439.19922,22071.78906,19318.95898,20494.76953,26776.57031
Q9UGU0,TCF20,Transcription factor 20,4205.328125,5081.494141,2079.378906,3238.718018,2278.945801,3006.140625,2694.012695,3354.048584,4247.702148,5110.720215,2798.619629,3682.481934
Q9UGU5,HMGXB4,HMG domain-containing protein 4,863.5371704,4516.454102,717.8071289,3238.093994,2060.51416,2160.764648,2623.869873,2677.532959,1195.172363,1367.090454,2007.657959,1677.736816
Q9UGV2,NDRG3,Protein NDRG3,39724.13672,41658.16406,38139.21094,42940.98047,39576.10156,38211.70703,41987.10547,41663.80078,48955.04688,39910.99609,45472.50391,45432.65234
Q9UGY1,NOL12,Nucleolar protein 12,5762.991699,6116.092773,7242.211426,6184.025879,6017.984863,5092.911133,4726.748047,3782.774414,NaN,8470.959961,7409.986816,9878.398438
Q9UH17,APOBEC3B,DNA dC->dU-editing enzyme APOBEC-3B,2341.887695,6541.228516,3611.195557,4346.663574,3491.682617,4451.483887,5194.638184,3598.244141,15519.74902,11020.56641,10987.43066,14195.69336
Q9UH36,SRRD,SRR1-like protein,2302.438232,3770.389648,2863.135986,3225.149414,3285.839111,4232.290527,2164.617432,1424.822998,6052.389648,5399.758301,6244.153809,5031.587402
Q9UH62,ARMCX3,Armadillo repeat-containing X-linked protein 3,40650.00781,39665.30078,39144.83594,35664.98438,41727.125,43344.36719,44308.99219,42122.07422,31731.54297,37024.80859,39484.57813,36002.48828
Q9UH65,SWAP70,Switch-associated protein 70,9783.729492,9306.825195,9244.366211,9089.007813,10270.14941,8526.474609,9761.253906,7769.05957,10936.00586,9351.397461,10370.11523,10581.36816
Q9UH92,MLX,Max-like protein X,876.1871948,1107.598877,969.6349487,1733.854126,1974.033325,1374.772949,1909.22998,347.3287659,1785.440186,1106.605713,2659.355469,666.3275146
Q9UH99,SUN2,SUN domain-containing protein 2,38726.73047,43030.03516,43648.27734,46135.08594,39624.98438,46299.49219,47329.36719,51202.20313,82196.92188,40054.03516,46967.38672,45381.32813
Q9UHA3,RSL24D1,Probable ribosome biogenesis protein RLP24,2850.651123,1140.551147,4005.083496,765.1945801,2148.07373,2071.345459,6390.452637,489.56073,6991.054199,1674.391357,2362.980225,1424.115845
Q9UHA4,LAMTOR3,Ragulator complex protein LAMTOR3,4730.887207,4738.730957,4759.828125,3759.687012,3714.096436,7826.378906,4211.071777,2846.950928,4266.859375,911.2401733,5193.956543,2484.451172
Q9UHA7,IL36A,Interleukin-36 alpha,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q9UHB4,NDOR1,NADPH-dependent diflavin oxidoreductase 1,4888.133301,5244.625488,4782.558594,6013.401855,5011.736816,4666.662109,4749.280273,4579.678711,5378.216309,7306.484863,5725.940918,6978.089844
Q9UHB6,LIMA1,LIM domain and actin-binding protein 1,155953.5313,146354.4063,149926.8594,144393.3281,133478.1094,128220.2422,135741.375,145295.6094,105111.8203,105451.3984,79716.42969,105963.7188
Q9UHB7,AFF4,AF4/FMR2 family member 4,8776.555664,10158.23438,10252.48926,9081.591797,10615.72949,9319.165039,8476.197266,8825.75293,7325.583496,8750.773438,7869.26416,9561.137695
Q9UHB9,SRP68,Signal recognition particle subunit SRP68,65407.30469,62121.68359,68545.61719,68724.03125,64922.25,71939.63281,73669.83594,78876.67969,87514.64844,63064.69531,70846.51563,70822.36719
Q9UHC7,MKRN1,E3 ubiquitin-protein ligase makorin-1,1293.609985,1152.46582,1223.390137,1417.547852,1189.10498,872.1658936,1308.875122,556.4716797,1589.325928,1434.065063,1737.216309,940.8944702
Q9UHD1,CHORDC1,Cysteine and histidine-rich domain-containing protein 1,70962.34375,73437.46875,81166.85156,65115.10938,79009.90625,76008.46094,84060.89844,95345.14063,115266.4531,109401.3438,111486.0078,112728.2031
Q9UHD2,TBK1,Serine/threonine-protein kinase TBK1,16150.29102,14754.78223,13518.63965,15540.37207,14406.13965,16735.05469,14742.15723,12798.14551,12183.4668,13277.70605,11050.77344,10936.24512
Q9UHD8,SEPTIN9,Septin-9,687916.0625,767007.125,741641.5,729048.6875,770258.6875,843386.75,818346.875,771782.25,453693.0313,472285.0313,460828.5625,450140.7813
Q9UHD9,UBQLN2,Ubiquilin-2,43866.20313,36577.83203,45056.82813,50626.48828,48099.99219,58082.45703,49363.82031,37731.47266,65465.08594,48094.03125,24248.26367,50349.125
Q9UHF7,TRPS1,Zinc finger transcription factor Trps1,3118.023438,3138.463135,3477.990234,3501.645508,3195.29834,3615.409912,2562.722412,3365.751709,5238.282227,6163.647461,6913.325195,7348.088867
Q9UHG0,DCDC2,Doublecortin domain-containing protein 2,89247.41406,89406.02344,79671.45313,87064.27344,102305.4297,108798.2109,92674.57031,91787.10156,72876.76563,72269.00781,71809.19531,60349.14453
Q9UHG3,PCYOX1,Prenylcysteine oxidase 1,106698.9766,110392.7813,115611.5,105885.9375,96639.60156,101013.3516,98056.29688,102294.6484,79020.10938,69822.27344,63066.43359,78226.16406
Q9UHI6,DDX20,Probable ATP-dependent RNA helicase DDX20,38058.68359,32512.62891,32133.83984,35761.25781,32025.79492,34978.77734,31338.50195,34202.09766,45410.89844,45820.49609,46073.59766,47179.39453
Q9UHI8,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,11666.52051,12136.40723,12640.39258,15497.77148,11485.42285,11871.96289,10853.35059,13809.27637,6451.585938,9891.363281,7073.508301,12539.4082
Q9UHJ6,SHPK,Sedoheptulokinase,53952.33203,47797.56641,52471.41016,56839.49219,43107.35547,52967.09766,53552.58594,55392.63672,45807.45313,53357.11719,49891.69531,48865.21875
Q9UHK6,AMACR,Alpha-methylacyl-CoA racemase,10385.85742,9994.59375,9764.423828,9874.615234,9022.287109,10151.24512,9447.735352,10034.94141,13898.35352,14208.82715,16688.00586,13573.00879
